url,pid,abstract
23315904,https://pubmed.ncbi.nlm.nih.gov/23315904/,"AIMS: The purpose of this pre-specified analysis of the PROlonging Dual antiplatelet treatment after Grading stent-induced Intimal hyperplasia studY (PRODIGY) was to assess device-specific outcomes relative to different duration of dual antiplatelet therapy (DAPT) after Everolimus- (EES), Paclitaxel (PES), Zotarolimus- (ZES-S) eluting, or bare metal stents (BMS).
METHODS AND RESULTS: We randomized 2013 patients to BMS, ZES-S, PES, or EES implantation. At 30 days, each stent group underwent up to 6 or 24 months clopidogrel therapy. The primary endpoint, which was a composite of death, myocardial infarction, or cerebrovascular accident, did not differ in patients receiving BMS [HR: 0.89 (95% CI: 0.54-1.45)], PES [HR: 0.74 (95% CI: 0.43-1.25)], or EES [HR: 0.63 (95% CI: 0.33-1.21)] implantation across DAPT groups, whereas it was significantly higher in ZES-S patients undergoing long when compared with short-term DAPT therapy (HR: 2.85, P = 0.0018), with positive interaction testing (P-value = 0.004). At the 6-month landmark analysis, heterogeneity across stent types persisted for the primary study endpoint and other secondary clinical outcomes, whereas patients receiving PES showed a significantly higher rate of definite, probable and definite, probable, possible stent thrombosis in the short DAPT regimen. No association in absolute or relative terms was noted between stent potency in inhibiting intimal hyperplasia and greater vulnerability to shorter DAPT therapy.
CONCLUSION: Our study suggests that optimal duration of DAPT may be stent-specific and it does not support a clear association between stent potency and vulnerability to shorter DAPT therapy. Trial Registration clinicaltrials.gov Identifier: NCT00611286. http://clinicaltrials.gov/ct2/show/NCT00611286?term=prodigy&rank=2."
23316073,https://pubmed.ncbi.nlm.nih.gov/23316073/,"AIMS: This study compared the level of alcohol mortality in tsarist and contemporary Russia.
METHODS: Cross-sectional and annual time-series data from 1870 to 1894, 2008 and 2009 on the mortality rate from deaths due to 'drunkenness' were compared for men in the 50 provinces of tsarist 'European Russia': an area that today corresponds with the territory occupied by the Baltic countries, Belarus, Moldova, Ukraine and the Russian provinces to the west of the Ural Mountains.
RESULTS: In 1870-1894, the male death rate from 'drunkenness' in the Russian provinces (15.9 per 100,000) was much higher than in the non-Russian provinces. However, the rate recorded in Russia in the contemporary period was even higher--23.3.
CONCLUSIONS: Russia has had high levels of alcohol mortality from at least the late 19th century onwards. While a dangerous drinking pattern and spirits consumption may underpin high alcohol mortality across time, the seemingly much higher levels in the contemporary period seem to be also driven by an unprecedented level of consumption, and also possibly, surrogate alcohol use. This study highlights the urgent need to reduce the level of alcohol consumption among the population in order to reduce high levels of alcohol mortality in contemporary Russia."
23317204,https://pubmed.ncbi.nlm.nih.gov/23317204/,"BACKGROUND: Although nicotine dependence plays a role as a main barrier for smoking cessation, there is still a lack of solid evidence on the validity of biomarkers to determine nicotine dependence in clinical settings. This study aimed to investigate whether urinary cotinine levels could reflect the severity of nicotine dependence in active smokers.
MATERIALS AND METHODS: Data regarding general characteristics and smoking status was collected using a self-administered smoking questionnaire. The Fagerstrom test for nicotine dependence (FTND) was used to determine nicotine dependence of the participants, and a total of 381 participants were classified into 3 groups of nicotine dependence: low (n=205, 53.8%), moderate (n=127, 33.3%), and high dependence groups (n=49, 12.9%). Stepwise multiple linear regression model and receiver operating characteristic (ROC) curves analyses were used to determine the validity of urinary cotinine for high nicotine dependence.
RESULTS: In correlation analysis, urinary cotinine levels increased with FTND score (r=0.567, P<0.001). ROC curves analysis showed that urinary cotinine levels predicted the high-dependence group with reasonable accuracy (optimal cut-off value=1,000 ng/mL; AUC=0.82; P<0.001; sensitivity=71.4%; specificity=74.4%). In stepwise multiple regression analysis, the total smoking period (β=0.042, P=0.001) and urinary cotinine levels (β=0.234, P<0.001) were positively associated with nicotine dependence, whereas an inverse association was observed between highest education levels (>16 years) and nicotine dependence (β=-0.573, P=0.034).
CONCLUSIONS: The results of this study support the validity of using urinary cotinine levels for assessment of nicotine dependence in active smokers."
23317261,https://pubmed.ncbi.nlm.nih.gov/23317261/,"BACKGROUND: Non-invasive oral verrucous carcinoma (OVC) and invasive well-differentiated oral squamous cell carcinoma (OSCC) have similar histopathologic findings but different biological behavior. These two malignancies must be correctly differentiated by pathologists. The aim of this study was to determine immunohistochemical (IHC) expression of Ki67 in OVC and well-differentiated OSCC.
METHODS: Expression of Ki67 was evaluated by IHC in 15 cases of epithelial hyperplasia with no dysplasia (A group), 15 cases of OVC (B group), 12 cases of microinvasive OSCC(C group) and 15 cases of well-differentiated OSCC (D group).
RESULTS: There was a significant difference in Ki67 expression based on pattern distribution of immunostaining positive cells, with quantitative and semi-quantitative analyses, among the four groups ; also, between A group and each of the other three groups (P=0.0001). But there was no significant difference between B and C, C and D, and B and D groups (P>0.05).
CONCLUSIONS: The three evaluation methods of Ki67 expression showed Ki67 (Mib-1) is not a good immunohistochemical marker to assess invasion status and differentiate OVC from well-differentiated OSCC; also, it cannot be used as a diagnostic tool to distinguish between variants of OSCC with similar grade."
23317287,https://pubmed.ncbi.nlm.nih.gov/23317287/,"BACKGROUND: Women who have been through gynaecological cancer, experience challenges on many levels after diagnosis and treatment. Studies show that, in order to help women in their rehabilitation process, there is a need for holistic care and follow-up.
AIM: The aim of this qualitative study is to provide insight into women's own lived experiences of participating in an education and counselling group intervention after curative treatment for gynaecological cancer.
METHOD: A qualitative study based on data from three focus groups with 17 women who had participated in a nurse-led education and counselling group intervention after treatment for gynaecological cancer.
RESULTS: The main findings show that participation in the rehabilitation group was described as a special community of mutual understanding and belonging. Education and the sharing of knowledge provided a clearer vocabulary for, and understanding of, the women's own lived experiences. The presence of dedicated and professional care workers was reported to be essential for the outcome of the group intervention.
CONCLUSION: Attending a nurse-led education and counselling group intervention had a positive impact on various aspects of the women's lived experiences. The programme also provided professionals with important insights into the patients' views and feelings regarding cancer treatment, trajectories and rehabilitation. This knowledge has already proven itself useful in clinical practice for improving staff communication skills and psycho-social support related to gynaecological cancer care."
23317347,https://pubmed.ncbi.nlm.nih.gov/23317347/,"BACKGROUND: Palliative Care (PC) is an approach that improves the Quality of Life (QoL). A number of QoL assessment tools have been developed and validated in PC. It is not clear how QoL should be measured in PC practice. A procedure of QoL assessment in clinical practice can be defined as a clinical intervention focused on QoL assessment. This is a typical complex intervention that should be appropriately developed and described in all its components and assessed for its effectiveness. The aim of this study is to define a framework to help researchers to develop and evaluate clinical interventions focused on QoL assessment in PC.
METHODS: A study group of experts in PC and in research methodology was set up to define a framework that would describe the principles of clinical interventions focused on QoL assessment in PC. The study group discussed the WHO Population Screening Principles as a possible useful framework. The new principles had to be developed taking into account the following criteria: 1) specific to PC practice; 2) address a single underlying characteristic; 3) anchored to relevant literature; 4) consistent with the WHO PC definition.With regard to contents and the format of the principles, discussions occurred among the study group members through a cognitive process.
RESULTS: We reviewed each of the WHO Population Screening Principles and adapted them to QoL assessment, taking into account the defined criteria. As a result, a new framework, the QoL Assessment Principles in Palliative Care was developed. It consisted of 4 sections, for a total of 11 principles.
CONCLUSIONS: The WHO Screening Principles framework was used to outline the eleven essential principles to be considered in developing and/or evaluating clinical interventions focused on QoL assessment in PC. The QoL Assessment Principles in Palliative Care identified could represent a methodological and ethical standard to be considered when developing and evaluating a clinical intervention focused on QoL assessment in PC."
23317437,https://pubmed.ncbi.nlm.nih.gov/23317437/,"BACKGROUND: Recurrence following endovascular treatment of intracranial aneurysm is attributed to either coil compaction or aneurysm growth but these processes have not been studied as distinct processes.
METHODS: The pixel size of the coil mass and aneurysm sac, and the adjacent parent artery were measured and expressed as a ratio to the pixel size of the parent vessel diameter on immediate post-procedure and follow-up angiograms. Increase of aneurysm area or decrease in coil mass of 30% or greater on follow-up angiogram was used to define ""significant"" aneurysm growth and coil compaction, respectively.
RESULTS: Eleven patients had coil compaction, 14 patients had significant aneurysm growth and 4 patients had small aneurysm regrowth. Retreatment was performed in the 14 patients with ""significant"" aneurysm regrowth and 8 of the 11 patients with coil compaction at mean follow of 11 months (range 5-20 months) following the initial procedure. There were no events of new aneurysmal rupture in either 11 patients with coil compaction or 14 patients with significant aneurysm regrowth over a mean follow-up period of 22 months (range of 9-42 months).
CONCLUSION: This is one of the first studies to differentiate coil compaction and aneurysm growth as distinct etiologies for aneurysm recurrence."
23317726,https://pubmed.ncbi.nlm.nih.gov/23317726/,"INTRODUCTION: The current mainstream practice in otolaryngology departments relating to the use of prophylactic antibiotics in epistaxis patients requiring nasal packing is highly variable. This is due primarily to the lack of any validated guidelines. As such, we introduced a new treatment algorithm resulting in significant reduction of use in the systemic antibiotics, with emphasis instead on the use of topical antibiotics. The results were validated through a complete audit cycle.
METHODS: A total of 57 patients undergoing nasal packing for spontaneous epistaxis were studied. Reaudit occurred after the implementation of new guidelines. Telephone surveys were conducted six weeks after hospital discharge, assessing infective nasal symptoms as well as rebleeding and readmission rates.
RESULTS: Systemic antibiotic prescribing in anterior nasal packing fell by 58.2% between audit cycles with no statistically significant associated increase in infective nasal symptoms, rebleeding or readmission rates six weeks following hospital discharge.
CONCLUSIONS: Systemic prophylactic antibiotics are unnecessary in the majority of epistaxis patients with nasal packs. The use of topical antibiotics such as Naseptin may be more appropriate, cheaper and as effective. Implementation of this treatment algorithm will help standardise systemic antibiotic usage in epistaxis patients with nasal packing and should reduce costs associated with unnecessary use of such medication."
23317731,https://pubmed.ncbi.nlm.nih.gov/23317731/,"INTRODUCTION: The 2010 British Thoracic Society guidelines recommend that a weighted decision be made by clinicians with regard to surgical intervention for pneumothorax as the video assisted thoracoscopic surgery (VATS) approach is better tolerated by patients but carries a higher rate of recurrence (5% vs 1%).
METHODS: Overall, 163 patients underwent surgical intervention for pneumothorax at our institution and data were collected prospectively for almost 7 years. Of these, 86 patients underwent VATS under a single surgeon with extensive VATS experience to compensate for the associated learning curve while 79 patients underwent an open procedure.
RESULTS: There was no statistically significant difference in the recurrence rate between the open and the VATS group (1% vs 3.5%, p=1.0). The VATS group was superior to the open group in terms of reduced postoperative bleeding (7.5% vs 0%, p=0.01), reduced number of intensive care unit admissions (16% vs 0%, p<0.01) and a reduced adjusted length of stay (3 vs 5.5 days, p<0.01).
CONCLUSIONS: A comparable recurrence rate is attainable with a VATS approach once the learning curve is surpassed and a reduction in morbidity is an additional merit."
23317917,https://pubmed.ncbi.nlm.nih.gov/23317917/,"OBJECTIVE: The debate on HCV discordant couples requiring assisted reproduction is still open today, and specific guidelines have not yet been established on whether or not physicians should treat HCV discordant couples who require ART. We studied the results of our reproductive assistance with sperm washing in HCV discordant couples, all treated in a single center, including the serological status of mothers and babies, and the outcome of the pregnancies.
STUDY DESIGN: Prospective study conducted between January 2008 and December 2010 in our Reproductive Center in Sacco Hospital, University of Milan. Thirty-five HCV serodiscordant infertile couples with an HCV viremic positive male partner were enrolled. All of them completed the immuno-virological and fertility triage, and were treated according to our clinical protocols.
RESULTS: Forty-seven superovulation and IUI and 38 second-level ART procedures are reported. The pregnancy rates for IUI and ICSI are similar to those reported by the Italian ART register. All the 85 sperm samples were treated with sperm washing technique to reduce HCV in semen and the possible risk of transmission. We did not observe any preterm delivery or negative perinatal outcome. No mothers or babies are infected by HCV.
CONCLUSION: This is the biggest prospective study conducted in a single center involving HCV discordant infertile couples in an ART program. Although sexual transmission of HCV is very low, in subfertile or infertile couples sperm washing should be used to treat HCV positive semen before ART. We suggest that it is not necessary to perform nested PCR to detect HCV RNA in the final swim-up. Since the presence of HCV in semen implies a possible risk of nosocomial contamination, safety regulations must be strictly applied in assisted reproduction laboratories."
